Symbol,Description,Price,Price - Currency,Pre-market Change %,Price Change % 1 day,Post-market Change %,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price * Volume (Turnover) 1 day,Price * Volume (Turnover) 1 day - Currency,Price * Volume (Turnover) 1 month,Price * Volume (Turnover) 1 month - Currency,Upcoming earnings date,"Net income growth %, Quarterly QoQ","Revenue growth %, Quarterly QoQ",Industry,Sector
NAVN,"Navan, Inc.",10.11,USD,-0.09775171065493438,-1.1730205278592472,1.1869436201780514,2513791428.9999995,USD,,12199777.44,USD,232050179.39999998,USD,2026-04-01,-483.56160836807084,13.365357774262584,Packaged software,Technology services
XRAY,DENTSPLY SIRONA Inc.,12.54,USD,-1.43769968051118,0.1597444089456835,0.3189792663476948,2502381714.0000005,USD,,61167875.339999996,USD,873996367.1999999,USD,2026-02-26,-848.8888888888889,-3.418803418803419,Medical specialties,Health technology
VC,Visteon Corporation,92.91,USD,,-1.0595814919333417,0,2491798600,USD,12.785017407218835,81647356.89,USD,985953580.11,USD,2026-04-23,-75.43859649122807,3.380588876772083,Auto parts: OEM,Producer manufacturing
WVE,Wave Life Sciences Ltd.,13.49,USD,-0.9118541033434726,2.507598784194529,0.44477390659748334,2468626114.0000005,USD,,26753745.72,USD,474845679.72,USD,2026-02-26,-6.703124690730738,-12.541671456221515,Biotechnology,Health technology
CLSK,"CleanSpark, Inc.",9.65,USD,-0.9164969450101819,-1.7311608961303455,0.19170984455958048,2468015379,USD,,212119197.6,USD,3986366875.4500003,USD,2026-05-07,-40841.72972972973,-18.99021694418114,Data processing services,Technology services
NEOG,Neogen Corporation,11.33,USD,0,3.1876138433515453,0.26478375992938535,2464569402,USD,,25413325.96,USD,501252308.81,USD,2026-04-01,-143.8218944355771,7.410523497889468,Medical specialties,Health technology
ACLS,"Axcelis Technologies, Inc.",80.16,USD,-0.3969238402381635,-0.5705780203423567,0.5489021956087796,2460848111,USD,21.12698329028517,101296749.11999999,USD,1410860889.6,USD,2026-05-06,31.982606018625415,11.571969608306688,Industrial machinery,Producer manufacturing
HLIO,"Helios Technologies, Inc.",74.23,USD,,0.732799565748414,0,2459127957,USD,73.21234835782622,20466547.14,USD,354348484.88,USD,2026-03-02,-9.649122807017543,3.670588235294118,Industrial machinery,Producer manufacturing
NHC,National HealthCare Corporation,157.82,USD,,-0.378740058073472,0,2448617353,USD,24.349301859137547,14000843.479999999,USD,152851352.94,USD,,65.41185397521289,2.0705015840342216,Hospital/Nursing management,Health services
TXG,"10x Genomics, Inc.",18.88,USD,-1.7196456487754135,-1.615424700364785,0,2411962517,USD,,43513944.32,USD,783250714.56,USD,2026-05-06,40.84158415841585,11.428034523026536,Biotechnology,Health technology
DYN,"Dyne Therapeutics, Inc.",14.88,USD,-1.1147540983606552,-2.426229508196716,0.8064516129032205,2407661034.0000005,USD,,26209884.96,USD,353881457.28000003,USD,2026-02-26,2.540209459032808,,Biotechnology,Health technology
IRDM,Iridium Communications Inc,22.92,USD,-1.1698440207972254,-0.6932409012131568,0.6980802792320968,2405608869,USD,21.551480959097326,35454558.36,USD,837169273.2,USD,2026-04-16,-33.027176987098336,-6.166964108665477,Specialty telecommunications,Communications
TGLS,Tecnoglass Inc.,51.26,USD,,-0.7166376137904407,0,2387149753,USD,13.336108437182922,19510581.2,USD,178136855.38,USD,2026-02-26,7.043531520087108,1.9303765271223068,Building products,Producer manufacturing
TENB,"Tenable Holdings, Inc.",19.91,USD,0.5957836846929376,-8.753437213565537,0.45203415369161154,2376144374,USD,,91902807.92,USD,1078594345.18,USD,2026-04-28,-132.61061946902655,3.205910315322465,Packaged software,Technology services
HOG,"Harley-Davidson, Inc.",20.11,USD,-0.7396449704142116,-0.8382642998027698,0,2375832896,USD,7.718288236422951,57790489.089999996,USD,1178631353.87,USD,2026-04-23,-174.0132921354865,-62.992891825972805,Motor vehicles,Consumer durables
IMNM,"Immunome, Inc.",21.5,USD,,-2.8906955736224056,0.8781395348837234,2372208385,USD,,23231481,USD,355244134.5,USD,2026-03-19,-32.39855289536143,-100,Biotechnology,Health technology
WGS,GeneDx Holdings Corp.,82.06,USD,0,-9.505955006616679,1.1455032902754054,2371910635,USD,1360.8623548922058,71899659.04,USD,842827428.08,USD,2026-02-23,-170.63558145989452,13.682662719588674,Medical/Nursing services,Health services
EFXT,Enerflex Ltd,19.45,USD,0.3602676273803411,0.102933607822952,-1.1825192802056577,2369044600.564728,USD,17.64419754461714,9218210.799999999,USD,125257747.14999999,USD,2026-02-26,-40.050747723629186,22.822858322320606,Industrial machinery,Producer manufacturing
BWIN,"The Baldwin Insurance Group, Inc.",16.53,USD,0.544464609800362,0,-0.36297640653358904,2356898502.9999995,USD,,13738347.48,USD,388947610.53000003,USD,2026-02-26,-491.8773704171934,-3.543191723577193,Insurance brokers/Services,Finance
RCUS,"Arcus Biosciences, Inc.",18.99,USD,,-2.5154004106776284,-2.9489204844655017,2349604918,USD,,21904794.09,USD,257853151.34999996,USD,2026-02-25,,-83.75,Biotechnology,Health technology
KN,Knowles Corporation,27.54,USD,,1.0271460014673426,0,2338521803,USD,51.23720930232558,15128823.6,USD,325258305.84,USD,2026-04-23,27.586206896551722,6.0824068018312625,Electronic components,Electronic technology
ADPT,Adaptive Biotechnologies Corporation,15.2,USD,-1.121495327102813,-5.295950155763249,0,2320510883.9999995,USD,,25253644.799999997,USD,414639128,USD,2026-05-06,-242.24806201550388,-23.721707298905002,Biotechnology,Health technology
IRON,"Disc Medicine, Inc.",61.36,USD,0,-3.1412786108918733,0,2316349854.0000005,USD,,56459913.12,USD,943176218.4,USD,2026-03-27,-12.804315166434376,,Biotechnology,Health technology
NN,NextNav Inc.,17.07,USD,-0.2972651605231909,1.4863258026159334,-0.05858230814294999,2301532462.0000005,USD,,18575693.490000002,USD,236223587.61,USD,2026-03-25,,-26.206322795341098,Packaged software,Technology services
CSGS,"CSG Systems International, Inc.",79.93,USD,,0.3515379786566241,0,2278159750,USD,40.27511841177064,26388010.270000003,USD,473130448.3,USD,2026-05-06,-65.820436459503,6.415361559870231,Data processing services,Technology services
SAH,"Sonic Automotive, Inc.",66.63,USD,,3.2543003254300236,0.9004952723998328,2276925817,USD,19.61667549902844,33474845.369999997,USD,259673101.2,USD,2026-04-23,0.2136752136752137,-2.5793950374955963,Specialty stores,Retail trade
ATKR,Atkore Inc.,67.18,USD,,0.7045420476690348,0,2267368064,USD,,21059855.12,USD,314345901.62,USD,2026-05-12,,-12.827338961797102,Electrical products,Producer manufacturing
SEDG,"SolarEdge Technologies, Inc.",37.9,USD,0.4576659038901504,8.409610983981688,0.5408970976253253,2266422086,USD,,232059956.6,USD,2051229560.8,USD,2026-05-04,-163.92528965241712,-1.4166154678299827,Electrical products,Producer manufacturing
DXC,DXC Technology Company,13.35,USD,-0.29985007496251237,0.07496251874062809,0.3955056179775244,2266295584,USD,5.743170574317057,35403372.3,USD,580838421.6,USD,2026-05-14,197.22222222222223,1.0439734261309712,Data processing services,Technology services
AVPT,"AvePoint, Inc.",10.5,USD,-0.6585136406397016,-1.2229539040451625,0.0952380952380932,2265787720,USD,,21106480.5,USD,344889153,USD,2026-02-26,382.468495181616,7.557489854731518,Packaged software,Technology services
ALRM,"Alarm.com Holdings, Inc.",45.59,USD,3.8716814159292032,0.8628318584070809,0,2264280095,USD,18.506190379541305,35082918.29,USD,315686632.89000005,USD,2026-05-07,-1.7092082177825572,2.0503120124804997,Packaged software,Technology services
BLKB,"Blackbaud, Inc.",49.13,USD,0.26358475263585274,-0.38523925385238794,0,2256710576,USD,20.633320734114488,43947472.82,USD,481348964.15000004,USD,2026-05-05,-22.74698896656279,5.060916795096759,Packaged software,Technology services
MTX,Minerals Technologies Inc.,72.11,USD,,-0.26279391424619325,0,2245094959,USD,,13648692.36,USD,169949929.65,USD,2026-04-23,-13.72093023255814,-2.4229902329075883,Chemicals: specialty,Process industries
PLAB,"Photronics, Inc.",38,USD,-0.8150335570469878,2.013422818791946,0.13157894736841358,2244456322,USD,16.59896038090246,29795762,USD,527339566,USD,2026-02-25,169.97946791315363,2.55520594693765,Electronic production equipment,Electronic technology
CENTA,Central Garden & Pet Company,35.23,USD,0,1.7913897717422638,0,2243643313,USD,14.381939908556497,10646752.61,USD,156717907.05999997,USD,2026-05-13,,-8.965935196954192,Consumer sundries,Consumer non-durables
CENT,Central Garden & Pet Company,39.67,USD,,1.5097236438075832,0,2243643313,USD,16.19448073154801,2724932.3000000003,USD,50451750.620000005,USD,2026-05-13,,-8.965935196954192,Consumer sundries,Consumer non-durables
WS,"Worthington Steel, Inc.",44.07,USD,,1.1707988980716206,0,2239004423,USD,17.843550085027125,13301075.19,USD,176006810.07,USD,2026-03-19,-48.209366391184574,-0.11456065986940084,Steel,Non-energy minerals
EPAC,Enerpac Tool Group Corp.,42.39,USD,,0.16540642722117269,0.5189903279075226,2237187586,USD,25.444177671068427,13128776.46,USD,196136580.06,USD,2026-03-25,-31.86965811965812,-13.913380891263468,Industrial machinery,Producer manufacturing
BRBR,"BellRing Brands, Inc.",19.04,USD,0,0.31612223393044636,0,2232811837,USD,13.076024998283085,73369497.6,USD,1328285996.8,USD,2026-05-11,-26.677852348993287,-17.10891700092564,Pharmaceuticals: other,Health technology
AGYS,"Agilysys, Inc.",78.64,USD,,0.050890585241738236,0,2210432436,USD,73.35820895522387,30184863.04,USD,408655905.6,USD,2026-05-19,-15.482493595217765,1.3758054956556829,Packaged software,Technology services
ESTA,Establishment Labs Holdings Inc.,76,USD,,0.17134572294714043,0.499999999999994,2208397896,USD,,38779684,USD,493461388,USD,2026-02-24,32.82709576327327,4.838206627681025,Medical specialties,Health technology
MLYS,"Mineralys Therapeutics, Inc.",27.88,USD,-1.2473271560940766,-0.6414825374198136,-0.5738880918220952,2206421840,USD,,21678121.88,USD,473476755.96,USD,2026-03-18,14.655451310255579,,Biotechnology,Health technology
RARE,Ultragenyx Pharmaceutical Inc.,22.72,USD,-0.5038937242327047,4.076958314246452,0,2195428791,USD,,48396371.839999996,USD,805978822.4,USD,2026-04-30,28.497392094804695,29.429198476862183,Pharmaceuticals: major,Health technology
HUN,Huntsman Corporation,12.59,USD,0,-0.7880220646178064,-0.8983320095313687,2190777597,USD,,73330203.2,USD,1396057031.3799999,USD,2026-04-30,-266.66666666666663,-7.191780821917808,Chemicals: major diversified,Process industries
EYE,"National Vision Holdings, Inc.",27.35,USD,,0.5514705882353019,0,2169116361,USD,,22697436.8,USD,419482703.6,USD,2026-03-04,-61.352435530085955,0.18646322233940418,Specialty stores,Retail trade
SPSC,"SPS Commerce, Inc.",57.95,USD,,-0.6855184233076239,0,2166801115.9999995,USD,23.587593617714102,64130541.35,USD,945521008.4000001,USD,2026-04-23,1.0637881810004302,1.44704692897464,Packaged software,Technology services
PLUS,ePlus inc.,81.95,USD,,-0.9787336877718732,0,2162870289.9999995,USD,16.826478861671767,14488104.4,USD,226572655.65,USD,2026-05-27,0.5651986802467365,0.9769622190905118,Packaged software,Technology services
GEL,"Genesis Energy, L.P.",17.64,USD,,-0.056657223796022727,0,2160270548,USD,,2405619.72,USD,72602994.24000001,USD,2026-05-06,115.82491582491583,6.4623032311516155,Chemicals: specialty,Process industries
IE,Ivanhoe Electric Inc.,14.92,USD,-0.32552083333332643,-2.86458333333333,0.4691689008042914,2159144569,USD,,35345107,USD,401732831.56,USD,2026-03-04,26.539767724623704,-48.970037453183515,Other metals/Minerals,Non-energy minerals
BL,"BlackLine, Inc.",36.15,USD,,-2.3236962982977563,0,2150443126,USD,93.555900621118,38238747,USD,796280098.8,USD,2026-04-30,-7.549668874172186,2.743283414661507,Packaged software,Technology services
NTCT,"NetScout Systems, Inc.",29.7,USD,1.2084592145015087,-0.3021148036253772,-0.37037037037036846,2144944515.0000002,USD,22.784810126582276,18149313.599999998,USD,248391108.9,USD,2026-05-07,113.49698002168189,14.458238401585266,Packaged software,Technology services
SEZL,Sezzle Inc.,62.75,USD,-1.378014406514254,-1.7381772627622916,0,2143107204.9999998,USD,19.450729983571495,29478318.5,USD,573944694.75,USD,2026-02-25,-3.379944935516592,18.33194869404875,Packaged software,Technology services
PAHC,Phibro Animal Health Corporation,52.8,USD,,1.8322082931533188,0,2142872975,USD,23.409443582354243,11336054.399999999,USD,268777608,USD,2026-05-13,3.5134014400422213,2.752732259208064,Pharmaceuticals: major,Health technology
DNTH,"Dianthus Therapeutics, Inc.",49.56,USD,0,-0.32180209171358926,0,2142136456.0000005,USD,,19253960.880000003,USD,406728165.48,USD,2026-03-19,-16.238262354168643,105.18134715025906,Biotechnology,Health technology
HTFL,"Heartflow, Inc.",25.1,USD,2.1258857857440665,4.626927886619438,0,2137483953,USD,,29631779.900000002,USD,884841063.2,USD,2026-03-18,-453.0121792083515,6.567796610169492,Packaged software,Technology services
USAS,Americas Gold and Silver Corporation,7.81,USD,0,0.7741935483870918,1.7925736235595464,2137047269.662362,USD,,122988435.78999999,USD,791313237.77,USD,2026-03-18,-1.1855323380250309,11.831618028013892,Other metals/Minerals,Non-energy minerals
ADUS,Addus HomeCare Corporation,115.48,USD,,0.45233124565067,0,2134448155.9999998,USD,24.71746575342466,29054768,USD,397911514.64,USD,2026-02-23,3.6096499183747506,3.6795700586361724,Medical/Nursing services,Health services
MAZE,"Maze Therapeutics, Inc.",44.22,USD,-0.08880994671403007,-1.8206039076376561,0,2127841952,USD,,11832387.6,USD,337389402.24,USD,2026-04-06,10.665399804032186,,Pharmaceuticals: major,Health technology
SLNO,"Soleno Therapeutics, Inc.",39.36,USD,,-0.1268713524486099,0,2114026498.0000002,USD,,56683674.24,USD,757993187.52,USD,2026-02-25,,102.15573996386689,Pharmaceuticals: major,Health technology
LMAT,"LeMaitre Vascular, Inc.",92.94,USD,,1.17570215545395,0,2108436262.9999998,USD,39.99311502216102,12280069.26,USD,174901834.26,USD,2026-02-25,26.003338413527832,-4.960144476273508,Medical specialties,Health technology
KSS,Kohl's Corporation,18.78,USD,-1.0903426791277302,-2.4922118380062326,-0.2007454739084183,2106912992,USD,11.014016773209782,104353548.96000001,USD,965135750.4000001,USD,2026-03-10,-94.77124183006535,0.8178228990411731,Department stores,Retail trade
OGN,Organon & Co.,8.1,USD,2.9255319148936256,7.71276595744681,-0.7049382716049402,2105861671,USD,11.303377058331007,54413750.699999996,USD,569821716,USD,2026-04-30,-228.125,-5.930087390761548,Pharmaceuticals: major,Health technology
FRSH,Freshworks Inc.,7.46,USD,-0.7863695937090381,-2.2280471821756214,0.5120643431635361,2103509213,USD,11.468101460415065,38003045.32,USD,952719576.54,USD,2026-05-05,,3.543171654626763,Packaged software,Technology services
CYD,China Yuchai International Limited,55.95,USD,,1.9497084548104961,0.7506702412868536,2099150144.0000002,USD,34.18046307043802,9252283.65,USD,132724310.25,USD,2026-02-24,,,Auto parts: OEM,Producer manufacturing
SLDE,"Slide Insurance Holdings, Inc.",16.88,USD,,0.5360333531864196,0,2098011634,USD,1.549761292691884,23958661.759999998,USD,197537001.51999998,USD,2026-02-24,58.40421280968147,1.5618848119507276,Packaged software,Technology services
KALU,Kaiser Aluminum Corporation,129.02,USD,-0.007870916961818894,1.5505706414797427,0,2091471489.0000002,USD,19.012673150604186,44509319.6,USD,470869843.76000005,USD,2026-04-23,-28.607594936708864,10.13633669235329,Aluminum,Non-energy minerals
BHE,"Benchmark Electronics, Inc.",58.38,USD,,1.8315018315018388,0,2082936098.9999998,USD,84.8546511627907,17775951.060000002,USD,278444110.56,USD,2026-05-06,-58.12241463927646,3.474917655631591,Electronic production equipment,Electronic technology
ADEA,Adeia Inc.,19.01,USD,-0.7015650296816112,2.5903939557474387,0,2081788647,USD,29.291217257318955,26203479.05,USD,207977194.10000002,USD,2026-02-23,-47.20727185743333,1.8708812037091036,Packaged software,Technology services
GRND,Grindr Inc.,11.24,USD,,3.308823529411759,0.08896797153024721,2076411588.9999998,USD,,19667459.76,USD,301120173.24,USD,2026-02-26,85.32275513927252,11.078487814498834,Internet software/Services,Technology services
NKTR,Nektar Therapeutics,73.73,USD,0.18954779312212372,-0.17600866504196513,-0.9900990099009955,2062930022,USD,,73805057.14,USD,2011019886.99,USD,2026-03-04,14.596206092371315,5.503355704697987,Pharmaceuticals: major,Health technology
PRGO,Perrigo Company plc,14.97,USD,-0.20147750167898681,0.5372733378106116,0.0006680026720091312,2060231439.0000002,USD,,46599379.47,USD,443827311.51,USD,2026-02-26,,-1.2496449872195512,Pharmaceuticals: major,Health technology
XIFR,"XPLR Infrastructure, LP",10.62,USD,-0.5825242718446649,3.1067961165048397,-0.18832391713747246,2046985625.9999995,USD,,15205046.94,USD,307457219.88,USD,2026-04-16,,-19.808306709265175,Alternative power generation,Utilities
NYAX,Nayax Ltd.,55.78,USD,,3.124422259197629,0,2041961104.9955866,USD,81.30228999487315,60577.08,USD,10321196.52,USD,2026-03-09,-70.90911998307811,4.547915812914797,Packaged software,Technology services
IMAX,Imax Corporation,37.81,USD,,0.3450106157112594,-0.2909283258397234,2034137804,USD,52.873723954691656,29486733.46,USD,485922134.23,USD,2026-02-25,83.53620613032263,16.32782164808832,Electronics/Appliances,Consumer durables
VERX,"Vertex, Inc.",12.74,USD,0.7025761124121769,-0.5464480874316962,0,2032390786.9999998,USD,269.34460887949257,26467222.6,USD,730297185.8000001,USD,2026-05-13,-273.1273176761434,1.3528566669442825,Packaged software,Technology services
PSIX,"Power Solutions International, Inc.",88.09,USD,-2.1948572776598225,3.904222694031614,-0.10216823703031379,2029675421,USD,16.754793061472917,31661748.25,USD,677582554.15,USD,2026-04-01,-46.07513863938139,6.212384123559849,Industrial machinery,Producer manufacturing
GLOB,Globant S.A.,45.82,USD,-0.1963350785340388,-0.043630017452013795,0,2018167496.9999995,USD,20.798910576486612,61429361.94,USD,1079494594.66,USD,2026-02-26,,0.48243186036666774,Information technology services,Technology services
CNXC,Concentrix Corporation,32.85,USD,,1.326341764342997,0,2015904872.9999998,USD,,24311233.8,USD,708678437.4,USD,2026-03-31,-1856.7712865504045,2.8056746533679813,Information technology services,Technology services
IOSP,Innospec Inc.,81.22,USD,1.0162109847568395,-1.7420759738688576,0,2012457717,USD,17.386650682878795,18436696.34,USD,254067774.46,USD,2026-05-06,267.4418604651163,3.100248925096176,Chemicals: major diversified,Process industries
SGRY,"Surgery Partners, Inc.",15.54,USD,-0.3257328990227944,1.2377850162866417,0,2009971281,USD,,23122820.7,USD,384144868.38,USD,2026-03-02,-808,-0.5688695231178892,Hospital/Nursing management,Health services
SRPT,"Sarepta Therapeutics, Inc.",18.88,USD,-0.37654653039268576,1.5599784830554015,-2.002118644067797,1978381977,USD,,28206644.479999997,USD,571817861.4399999,USD,2026-02-25,-191.39375901509456,-34.64868571129341,Pharmaceuticals: major,Health technology
HTO,H2O America,55.19,USD,0.6354393609295597,0.1997095134350026,0,1976082760.0000002,USD,17.540123947242968,13102326.76,USD,204961034.65,USD,2026-02-26,82.90577507598785,21.333635973872035,Water utilities,Utilities
HBNB,Hotel101 Global Holdings Corp.,8.3868,USD,,2.905521472392623,,1963789217,USD,88.28210526315789,111812.8176,USD,2548731.7463999996,USD,,-3195.6920133586186,,Real estate development,Finance
STOK,"Stoke Therapeutics, Inc.",34.29,USD,-1.0765202211230651,-0.2327611288914702,0,1958547104,USD,51.962418548264885,29980192.77,USD,309296348.64,USD,2026-03-11,-63.29685304262658,-23.051313599189406,Biotechnology,Health technology
GRAL,"GRAIL, Inc.",50.21,USD,-51.058800354575006,-50.54663646212943,-1.6928898625771787,1957297407.0000002,USD,,777056336.67,USD,1294263521.47,USD,2026-05-19,-11.462512784202659,20.45366635353926,Medical specialties,Health technology
ADNT,Adient plc,24.86,USD,,-0.6394884092725825,0,1947560048.0000002,USD,,15493075.18,USD,409687231.36,USD,2026-04-30,-222.22222222222223,-1.193058568329718,Auto parts: OEM,Producer manufacturing
ATEC,"Alphatec Holdings, Inc.",13.01,USD,0.8902077151335253,-3.4866468842730014,0,1932637955.9999998,USD,,33501764.78,USD,473676341.34999996,USD,2026-02-24,30.541512735757344,5.906415728883715,Medical specialties,Health technology
ASGN,ASGN Incorporated,45.25,USD,,1.708249044729148,0,1932175035,USD,17.475090754614968,36583584.25,USD,576849172,USD,2026-04-29,-33.85826771653544,-3.094720189835871,Information technology services,Technology services
BLBD,Blue Bird Corporation,61,USD,,0.7931262392597437,0,1927106009.0000002,USD,15.385003404877802,38830526,USD,495273396,USD,2026-05-13,-15.73006000493191,-18.633981898794474,Motor vehicles,Consumer durables
VCEL,Vericel Corporation,38.09,USD,-1.2313335079905654,-0.20958868221115612,0,1926364735.0000002,USD,158.1810631229236,19797696.490000002,USD,225526319.20000002,USD,2026-02-26,,6.740986717267552,Pharmaceuticals: major,Health technology
HROW,"Harrow, Inc.",52,USD,-1.0035419126328178,2.321920503738685,-0.5192307692307752,1925947539.9999998,USD,,39193752,USD,390346632,USD,2026-03-02,-79.57957957957959,12.387436854820997,Pharmaceuticals: major,Health technology
BRZE,"Braze, Inc.",17.16,USD,0.4694835680751282,0.704225352112682,-1.923076923076934,1925617869,USD,,58125501.72,USD,948761659.5600001,USD,2026-04-01,-29.029714326678373,5.957992571247731,Internet software/Services,Technology services
ROG,Rogers Corporation,107.49,USD,,-3.258032580325807,0,1916296528.0000005,USD,,18030157.619999997,USD,269298459.15,USD,2026-04-23,-46.51162790697674,-6.712962962962964,Chemicals: specialty,Process industries
TILE,"Interface, Inc.",32.56,USD,,-0.9129640900791149,0,1901198582,USD,16.979557780559034,22386204.720000003,USD,181007031.04000002,USD,2026-02-24,41.72169159423851,-2.9281906253162266,Building products,Producer manufacturing
AUPH,Aurinia Pharmaceuticals Inc,14.4,USD,1.041666666666669,0,0,1898504027,USD,25.663874532168954,7916587.2,USD,150593313.6,USD,2026-02-26,46.66015897341498,4.942292309286364,Biotechnology,Health technology
OLMA,"Olema Pharmaceuticals, Inc.",24.08,USD,-0.12599748005038885,1.1339773204535892,0,1894130861,USD,,25934593.439999998,USD,499082007.76,USD,2026-03-02,3.5789329435410195,,Pharmaceuticals: major,Health technology
DCO,Ducommun Incorporated,126.58,USD,,0.3170074496750606,0,1891871239.0000002,USD,,16702357.58,USD,295588223.62,USD,2026-02-26,-613.3912212220187,5.091466429348364,Aerospace & defense,Electronic technology
DGII,Digi International Inc.,50.2,USD,0,-1.991409605622796,0,1888080275,USD,44.781445138269405,18635997,USD,280000991.8,USD,2026-05-06,17.332932571886584,7.105249348423097,Telecommunications equipment,Electronic technology
EXTR,"Extreme Networks, Inc.",14.05,USD,-0.14245014245013943,0.07122507122508237,0,1886487154.0000002,USD,210.32934131736528,18596481.650000002,USD,377390629.15000004,USD,2026-04-29,40.36713598289075,2.4754629405792197,Computer peripherals,Electronic technology
SONO,"Sonos, Inc.",15.41,USD,-4.278416347381865,-1.5964240102171137,0,1862647637.9999998,USD,,44847661.36,USD,606631693.46,USD,2026-05-13,,89.53178186870441,Electronics/Appliances,Consumer durables
SEM,Select Medical Holdings Corporation,15.01,USD,,-6.654228855721385,0,1861498036,USD,12.959765152823348,46040803.42,USD,227214520.43,USD,2026-04-30,-29.93435904560136,2.4342015996244806,Hospital/Nursing management,Health services
APPN,Appian Corporation,25.14,USD,-1.1817440912795403,2.44498777506113,1.4319809069212386,1859362959,USD,1591.139240506329,52803226.38,USD,542999614.2,USD,2026-04-30,-165.2140575079872,8.48270625227268,Packaged software,Technology services
SPB,"Spectrum Brands Holdings, Inc.",80.12,USD,,2.4421429484720765,0,1858686933,USD,18.760390568290916,35167311.96,USD,534707099.36,USD,2026-05-01,-44.73684210526316,-7.702794819359236,Electronics/Appliances,Consumer durables
EVCM,EverCommerce Inc.,10.32,USD,,4.665314401622727,0,1851071210,USD,,1237275.12,USD,20544044.64,USD,2026-03-12,36.34245063166931,-0.3709083538830524,Packaged software,Technology services
BCRX,"BioCryst Pharmaceuticals, Inc.",7.45,USD,0.13368983957218966,-0.40106951871658086,0,1847890968,USD,,19390755.7,USD,403535433.5,USD,2026-02-26,153.6676499508358,-2.4229735603264095,Biotechnology,Health technology
ODD,ODDITY Tech Ltd.,32,USD,0.33998038574697353,4.609349460608042,0,1838043917,USD,17.894089358608735,48991104,USD,571284640,USD,2026-02-25,-63.99513036420817,-38.66550551546819,Packaged software,Technology services
AORT,"Artivion, Inc.",38.33,USD,,0.8684210526315744,0,1835389963.0000002,USD,191.93790686029044,21091120.83,USD,278922005.46999997,USD,2026-04-30,-62.67898383371825,2.29653931632977,Medical specialties,Health technology
BTDR,Bitdeer Technologies Group,7.78,USD,-0.6297229219143666,-2.0151133501259464,1.149100257069402,1832595252,USD,,260462411.02,USD,1156561706.26,USD,2026-05-18,,32.483442147744135,Data processing services,Technology services
NVTS,Navitas Semiconductor Corporation,7.88,USD,-2.103960396039603,-2.4752475247524774,-0.12690355329948969,1816309967,USD,,104747437.36,USD,1919897439.16,USD,2026-03-04,60.80692817116658,-30.21394064872326,Semiconductors,Electronic technology
OMCL,"Omnicell, Inc.",40.26,USD,,4.219518508930871,0,1806728703,USD,931.9444444444443,36424912.92,USD,603527071.62,USD,2026-04-23,-137.0926400585866,1.0794157698362365,Information technology services,Technology services
UFPT,"UFP Technologies, Inc.",233.49,USD,,4.783915989767983,0,1800778552,USD,27.06534212753133,36667269.6,USD,611489295.9,USD,2026-02-24,-4.639115250291036,2.237127586389374,Industrial specialties,Process industries
PHVS,Pharvaris N.V.,28.1,USD,,0.3571428571428622,0,1799963541,USD,,4591849.100000001,USD,49516218.300000004,USD,2026-04-14,15.882029695918682,,Biotechnology,Health technology
CDRE,"Cadre Holdings, Inc.",44.26,USD,-0.046114825916522995,2.0521097532856825,-1.9204699502937221,1799781714,USD,39.95306011915508,6130983.72,USD,112053971.46,USD,2026-03-11,-10.400458602899025,-0.7892609589520652,Aerospace & defense,Electronic technology
RVLV,"Revolve Group, Inc.",25.19,USD,-1.0370961308336721,0.4786597526924651,0,1796909337.0000002,USD,32.714285714285715,69031935.5,USD,441866908.78000003,USD,2026-02-24,108.43420923137485,-4.317557311203965,Internet retail,Retail trade
NCNO,"nCino, Inc.",15.62,USD,-0.31250000000000444,-2.375000000000005,0,1791379172,USD,,61801029.839999996,USD,607010210.18,USD,2026-03-31,,2.2497732083459328,Packaged software,Technology services
SEMR,"SEMrush Holdings, Inc.",11.82,USD,-0.06768189509307017,0,-0.08460236886632645,1790211552,USD,,55620605.7,USD,383146375.62,USD,2026-03-03,67.39759403075986,2.9230797487418725,Packaged software,Technology services
ALKT,"Alkami Technology, Inc.",17.03,USD,-0.29274145170965776,2.15956808638272,0.41103934233705386,1788218285,USD,,29361508.150000002,USD,525828412.85,USD,2026-02-25,-8.925023912883526,0.7986864062681266,Packaged software,Technology services
AMRC,"Ameresco, Inc.",33.73,USD,-2.297496318114878,-0.6480117820324182,0,1780858256.0000002,USD,28.56779876344541,15448272.54,USD,226682836.02999997,USD,2026-03-02,44.15361844667757,11.37091241710495,Engineering & construction,Industrial services
SHLS,"Shoals Technologies Group, Inc.",10.61,USD,-1.7772325809617167,4.121687929342492,0.18850141376061594,1775991160.9999998,USD,53.53178607467205,40186425.39,USD,601072308.9,USD,2026-02-24,-14.261999278238902,22.521449644084772,Semiconductors,Electronic technology
QUBT,Quantum Computing Inc.,7.9,USD,-0.36496350364964886,-3.892944038929443,0.37974683544302984,1770574020,USD,,71943198.60000001,USD,1405173995.4,USD,2026-02-26,,529.5081967213115,Information technology services,Technology services
AXGN,"Axogen, Inc.",35.3,USD,-0.7997714938589008,0.8283347614967127,0,1769316719,USD,,19894691.7,USD,405305351.4,USD,2026-02-24,22.279792746113987,6.0357911828032895,Medical specialties,Health technology
